Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
FOS	2.32937648165902e-36	0.563973563390079	0.801	0.488	6.49872744618049e-32
TNFAIP2	1.20236253307334e-35	0.619263572662082	0.49	0.186	3.35447123102132e-31
APLP2	3.13789555321003e-34	0.5067242277289	0.797	0.538	8.75441480390066e-30
MEGF9	4.33393623661959e-34	0.54766779486373	0.382	0.12	1.2091248706545e-29
CTSB	3.0865974584875e-32	0.565477111078305	0.668	0.361	8.61129824943428e-28
CPVL	3.71829265335585e-31	0.607860036050802	0.61	0.299	1.03736646735975e-26
S100A11	1.58959853480458e-30	0.548888043597384	0.419	0.154	4.4348209522513e-26
CD48	3.67284206523534e-30	0.557948796508702	0.498	0.204	1.02468620778001e-25
ITGB2	1.44766947657466e-29	0.505870352779546	0.747	0.49	4.03885307269563e-25
CD68	2.62315718949062e-28	0.525956456874514	0.44	0.177	7.31834624295988e-24
TYROBP	4.90655529197747e-28	0.323914252241419	0.934	0.784	1.3688798609088e-23
CSTA	1.126885243001e-27	0.527330492244713	0.672	0.392	3.14389713944848e-23
ASAH1	1.57625909501169e-27	0.508602705425475	0.427	0.169	4.39760524917313e-23
THEMIS2	1.5945396768705e-27	0.452773584238713	0.328	0.103	4.44860624450101e-23
TXNIP	3.4609284816486e-27	0.341580445658989	0.917	0.778	9.65564437095143e-23
RASSF4	1.23188590515798e-26	0.407520538169822	0.257	0.069	3.43683848680025e-22
TNFRSF1B	7.61209404587364e-26	0.49435439206914	0.44	0.179	2.12369811785829e-21
SRGN	1.91873932310073e-25	0.276507380822272	0.971	0.856	5.35309083751872e-21
FTH1	8.91447462481345e-24	0.307167104857744	0.925	0.812	2.4870492755767e-19
LAPTM5	1.80517149130996e-23	0.394728735020338	0.759	0.589	5.03624794360566e-19
JUNB	2.09166361024397e-23	0.487140060095868	0.44	0.191	5.83553230621964e-19
CD86	8.39309689458538e-23	0.416511941121136	0.324	0.112	2.34159010262038e-18
SAT1	9.37637592426631e-23	0.511625019993734	0.589	0.34	2.61591511911106e-18
EVI2B	1.23935758941111e-22	0.48444678776424	0.639	0.39	3.45768373869805e-18
COTL1	3.18412754896095e-22	0.493423720251166	0.564	0.3	8.88339744884616e-18
KLF4	4.51063195851615e-22	0.393118892588284	0.278	0.089	1.25842121010642e-17
F13A1	2.66253560909236e-21	0.461609354526701	0.411	0.174	7.42820809580677e-17
DMXL2	1.09305474612666e-20	0.451965853440886	0.324	0.125	3.04951343621878e-16
BLVRB	1.35065347519454e-20	0.432791822945498	0.303	0.114	3.76818813044526e-16
P2RY13	5.60385827363562e-20	0.395557856045051	0.315	0.115	1.5634204197616e-15
CST3	1.04455276946067e-19	0.350549155212826	0.846	0.651	2.91419777151832e-15
NAIP	1.1062235879402e-19	0.420066445900009	0.357	0.148	3.08625318799438e-15
TNFSF10	1.56503077250736e-19	0.41882631609409	0.324	0.125	4.36627935221828e-15
VMP1	3.33148075921875e-19	0.471862981004297	0.444	0.224	9.29449817014438e-15
BTG1	1.57108546973827e-18	0.450570050353536	0.411	0.194	4.38317135202281e-14
LYST	2.65961904000987e-18	0.445282797858968	0.568	0.337	7.42007115972354e-14
CLEC12A	3.44985398326033e-18	0.453398274618616	0.519	0.305	9.624747627898e-14
CFP	6.27774603856039e-18	0.417562841716417	0.415	0.197	1.75142836729796e-13
C1orf162	1.31506423797178e-16	0.355990008902718	0.261	0.097	3.66889771751747e-12
IGSF6	1.37413831441511e-16	0.425226381275282	0.419	0.208	3.83370848338672e-12
FBXL5	2.13257304032931e-15	0.384300952346789	0.34	0.156	5.94966552521474e-11
CD302	4.61399421318127e-15	0.385425923557438	0.585	0.405	1.28725824553544e-10
AP1S2	6.04934854774366e-15	0.382730434688115	0.324	0.147	1.687707751335e-10
CAST	6.43451029584038e-15	0.401376665539059	0.469	0.26	1.79516402743651e-10
S100A4	8.90509513311347e-15	0.263324064998822	0.876	0.746	2.48443249118733e-10
FTH1P3	9.60241686500583e-15	0.368326497476577	0.672	0.472	2.67897828116798e-10
LMNA	9.6496349153442e-15	0.422068935084177	0.402	0.206	2.69215164503188e-10
CPPED1	1.74321478854097e-14	0.368045493473182	0.286	0.124	4.86339493855046e-10
NEAT1	1.88947874305111e-14	0.374340537646514	0.697	0.52	5.2714567452383e-10
CAPN2	3.476659970154e-14	0.34138170073973	0.349	0.16	9.69953365073266e-10
SEC11A	4.36663187337779e-14	0.389535644203533	0.506	0.312	1.21824662635367e-09
PLXDC2	5.45591479162321e-14	0.351092933595143	0.295	0.13	1.52214566771496e-09
AIF1	6.37109927030867e-14	0.278114324835626	0.793	0.679	1.77747298542342e-09
KCNE3	9.9018184774274e-14	0.311815579949626	0.253	0.104	2.76250833701747e-09
NPC2	1.10897468700519e-13	0.378532123492151	0.544	0.362	3.09392847927577e-09
LTA4H	1.39912512067862e-13	0.388037946413114	0.353	0.186	3.90341917418129e-09
TSPO	1.65314873008193e-13	0.332548631396069	0.672	0.511	4.61211964205557e-09
ID2	4.17306783412341e-13	0.396546318201914	0.531	0.338	1.16424419504209e-08
EVI2A	4.83864196865495e-13	0.397314047112664	0.51	0.335	1.34993272283504e-08
SH3BGRL	1.13540922962977e-12	0.343060524979233	0.622	0.452	3.16767820974411e-08
MARCH1	1.34445360032389e-12	0.341117885256757	0.282	0.126	3.75089109954361e-08
HCK	1.53617828325583e-12	0.349533852915299	0.307	0.149	4.28578379245544e-08
NCOA4	2.07259909870723e-12	0.352323369981603	0.581	0.417	5.78234422548331e-08
NFKBIZ	2.47259538436399e-12	0.323974170900354	0.282	0.126	6.8982938628371e-08
FCGR2A	5.0001024150284e-12	0.313549623482815	0.332	0.162	1.39497857276877e-07
GPCPD1	5.50399487802402e-12	0.370867579420598	0.419	0.243	1.53555953101992e-07
PLD3	1.79467297861799e-11	0.292917802740538	0.274	0.129	5.00695814304632e-07
SCPEP1	4.41115646388869e-11	0.344552337121301	0.402	0.236	1.23066854186031e-06
CHP1	5.09885033483663e-11	0.34522154999128	0.407	0.242	1.42252825491607e-06
USP3	3.96953971587017e-10	0.316198022655348	0.311	0.167	1.10746188533062e-05
STK17B	4.14416050361802e-10	0.327151035955089	0.544	0.378	1.15617933890439e-05
LYN	7.78858051189399e-10	0.317496719924613	0.382	0.224	2.1729360770133e-05
OGFRL1	1.29777645580857e-09	0.282571941406424	0.27	0.134	3.62066653406032e-05
ZFP36	1.57480579864073e-09	0.304923992799358	0.328	0.179	4.39355069762778e-05
TNFSF13B	1.80804594381335e-09	0.325296644188461	0.415	0.271	5.04426737864485e-05
EMILIN2	2.34003911733106e-09	0.3105412798473	0.295	0.161	6.52847513344193e-05
ZYX	2.34537583793002e-09	0.287902548615413	0.295	0.157	6.54336405024096e-05
VSIR	4.92080265494196e-09	0.30577066453866	0.494	0.342	0.000137285473270226
PGD	5.61218283331783e-09	0.315396995468548	0.415	0.281	0.000156574288866734
MYO1F	6.56023528598619e-09	0.294003220105179	0.29	0.157	0.000183024004243729
PLAC8	6.64736362313910e-09	0.279915079256326	0.668	0.544	0.000185454797721958
RNF13	6.94757963166552e-09	0.301694425577476	0.295	0.163	0.000193830524143836
FYB1	1.0785931064072e-08	0.298186427243791	0.423	0.274	0.000300916690756546
NUP214	1.39143348706636e-08	0.293244335343269	0.39	0.243	0.000388196028556645
AHNAK	1.54170973610976e-08	0.288536417999326	0.643	0.499	0.000430121599277262
MCL1	1.98414866709068e-08	0.320693032262104	0.394	0.261	0.00055355763663163
CASP1	3.68349007522222e-08	0.27626644649409	0.278	0.155	0.00102765689608625
HEXB	4.03015185011331e-08	0.277708728566227	0.253	0.137	0.00112437206466311
SLC44A1	5.41474476638246e-08	0.300755689696845	0.315	0.192	0.00151065964237304
EFHD2	6.35849469266272e-08	0.256054374589364	0.274	0.149	0.00177395643430597
RNASE6	2.60336839942792e-07	0.276329817048784	0.456	0.324	0.00726313749756396
MRC1	2.69241202759178e-07	0.250801896522626	0.286	0.155	0.0075115603157783
ARRB2	3.4654274931662e-07	0.263453586446947	0.311	0.19	0.00966819616318438
SNX27	4.09412991322564e-07	0.281955864592527	0.278	0.165	0.0114222130449082
GLIPR2	1.46178147919278e-06	0.257813562849098	0.353	0.231	0.0407822414879993
RNASE2	1.56390688275105e-06	0.255476230687096	0.444	0.314	0.0436314381218716
