term	gene
GSE116256_AMLscRNA_cluster_0_UP	ADGRE5
GSE116256_AMLscRNA_cluster_0_UP	HIP1
GSE116256_AMLscRNA_cluster_0_UP	LDHA
GSE116256_AMLscRNA_cluster_0_UP	TXN
GSE116256_AMLscRNA_cluster_0_UP	IL3RA
GSE116256_AMLscRNA_cluster_0_UP	ARL6IP5
GSE116256_AMLscRNA_cluster_0_UP	CD44
GSE116256_AMLscRNA_cluster_0_UP	BIN2
GSE116256_AMLscRNA_cluster_0_UP	S100A6
GSE116256_AMLscRNA_cluster_0_UP	ABHD2
GSE116256_AMLscRNA_cluster_0_UP	TALDO1
GSE116256_AMLscRNA_cluster_0_UP	SCHIP1
GSE116256_AMLscRNA_cluster_1_UP	FCER1A
GSE116256_AMLscRNA_cluster_1_UP	MRC1
GSE116256_AMLscRNA_cluster_1_UP	CD74
GSE116256_AMLscRNA_cluster_1_UP	NAPSB
GSE116256_AMLscRNA_cluster_1_UP	HLA-DRA
GSE116256_AMLscRNA_cluster_1_UP	HLA-DQA1
GSE116256_AMLscRNA_cluster_1_UP	HLA-DQB1
GSE116256_AMLscRNA_cluster_1_UP	HLA-DPA1
GSE116256_AMLscRNA_cluster_1_UP	HLA-DPB1
GSE116256_AMLscRNA_cluster_1_UP	FGL2
GSE116256_AMLscRNA_cluster_1_UP	CPVL
GSE116256_AMLscRNA_cluster_1_UP	LGALS2
GSE116256_AMLscRNA_cluster_1_UP	HLA-DRB1
GSE116256_AMLscRNA_cluster_1_UP	SAMHD1
GSE116256_AMLscRNA_cluster_1_UP	MS4A6A
GSE116256_AMLscRNA_cluster_1_UP	S100B
GSE116256_AMLscRNA_cluster_1_UP	TMSB4X
GSE116256_AMLscRNA_cluster_1_UP	HLA-DQB2
GSE116256_AMLscRNA_cluster_1_UP	PKIB
GSE116256_AMLscRNA_cluster_1_UP	JAML
GSE116256_AMLscRNA_cluster_1_UP	IL13RA1
GSE116256_AMLscRNA_cluster_1_UP	FCER1G
GSE116256_AMLscRNA_cluster_1_UP	HLA-DRB5
GSE116256_AMLscRNA_cluster_1_UP	CST3
GSE116256_AMLscRNA_cluster_1_UP	HLA-DRB6
GSE116256_AMLscRNA_cluster_1_UP	CTSH
GSE116256_AMLscRNA_cluster_1_UP	ITGAX
GSE116256_AMLscRNA_cluster_1_UP	HLA-DMB
GSE116256_AMLscRNA_cluster_1_UP	HLA-DMA
GSE116256_AMLscRNA_cluster_1_UP	COTL1
GSE116256_AMLscRNA_cluster_1_UP	CLEC4A
GSE116256_AMLscRNA_cluster_1_UP	IGSF6
GSE116256_AMLscRNA_cluster_1_UP	P2RY13
GSE116256_AMLscRNA_cluster_1_UP	FCGR2B
GSE116256_AMLscRNA_cluster_1_UP	HLA-DOA
GSE116256_AMLscRNA_cluster_1_UP	AHR
GSE116256_AMLscRNA_cluster_1_UP	FTH1
GSE116256_AMLscRNA_cluster_1_UP	NCF2
GSE116256_AMLscRNA_cluster_1_UP	IFI30
GSE116256_AMLscRNA_cluster_1_UP	FCGRT
GSE116256_AMLscRNA_cluster_1_UP	ARHGAP5
GSE116256_AMLscRNA_cluster_1_UP	PAK1
GSE116256_AMLscRNA_cluster_1_UP	FGD2
GSE116256_AMLscRNA_cluster_1_UP	OGFRL1
GSE116256_AMLscRNA_cluster_1_UP	MS4A7
GSE116256_AMLscRNA_cluster_1_UP	TXNIP
GSE116256_AMLscRNA_cluster_1_UP	LMNA
GSE116256_AMLscRNA_cluster_1_UP	FOS
GSE116256_AMLscRNA_cluster_1_UP	GABARAP
GSE116256_AMLscRNA_cluster_1_UP	FTH1P3
GSE116256_AMLscRNA_cluster_1_UP	KCTD12
GSE116256_AMLscRNA_cluster_1_UP	CFP
GSE116256_AMLscRNA_cluster_1_UP	ANXA5
GSE116256_AMLscRNA_cluster_1_UP	MARCH1
GSE116256_AMLscRNA_cluster_1_UP	AHNAK
GSE116256_AMLscRNA_cluster_1_UP	DBI
GSE116256_AMLscRNA_cluster_1_UP	MYL12A
GSE116256_AMLscRNA_cluster_1_UP	ITGB7
GSE116256_AMLscRNA_cluster_1_UP	LST1
GSE116256_AMLscRNA_cluster_1_UP	JAK2
GSE116256_AMLscRNA_cluster_1_UP	CTSS
GSE116256_AMLscRNA_cluster_1_UP	CALM2
GSE116256_AMLscRNA_cluster_1_UP	PIP4K2A
GSE116256_AMLscRNA_cluster_1_UP	PSAP
GSE116256_AMLscRNA_cluster_1_UP	OFD1
GSE116256_AMLscRNA_cluster_1_UP	CRIP1
GSE116256_AMLscRNA_cluster_1_UP	PTPRE
GSE116256_AMLscRNA_cluster_1_UP	CD86
GSE116256_AMLscRNA_cluster_1_UP	ZFP36
GSE116256_AMLscRNA_cluster_1_UP	CD48
GSE116256_AMLscRNA_cluster_1_UP	ADA2
GSE116256_AMLscRNA_cluster_1_UP	MNDA
GSE116256_AMLscRNA_cluster_1_UP	HCK
GSE116256_AMLscRNA_cluster_1_UP	GDI2
GSE116256_AMLscRNA_cluster_1_UP	SARAF
GSE116256_AMLscRNA_cluster_1_UP	RAB11FIP1
GSE116256_AMLscRNA_cluster_1_UP	DDIT4
GSE116256_AMLscRNA_cluster_1_UP	RPS6KA3
GSE116256_AMLscRNA_cluster_1_UP	PLEKHO1
GSE116256_AMLscRNA_cluster_1_UP	CKLF
GSE116256_AMLscRNA_cluster_1_UP	UVRAG
GSE116256_AMLscRNA_cluster_1_UP	IQGAP1
GSE116256_AMLscRNA_cluster_1_UP	SMAP2
GSE116256_AMLscRNA_cluster_1_UP	SYNGR2
GSE116256_AMLscRNA_cluster_1_UP	S100A11
GSE116256_AMLscRNA_cluster_1_UP	DST
GSE116256_AMLscRNA_cluster_1_UP	FCGR2A
GSE116256_AMLscRNA_cluster_1_UP	STK17B
GSE116256_AMLscRNA_cluster_1_UP	GPCPD1
GSE116256_AMLscRNA_cluster_1_UP	JUNB
GSE116256_AMLscRNA_cluster_1_UP	DEGS1
GSE116256_AMLscRNA_cluster_1_UP	VTRNA1-1
GSE116256_AMLscRNA_cluster_1_UP	RNASE6
GSE116256_AMLscRNA_cluster_1_UP	RIPOR2
GSE116256_AMLscRNA_cluster_1_UP	IGFLR1
GSE116256_AMLscRNA_cluster_1_UP	CCDC88A
GSE116256_AMLscRNA_cluster_1_UP	ACTR3
GSE116256_AMLscRNA_cluster_1_UP	IL18
GSE116256_AMLscRNA_cluster_1_UP	EIF2AK4
GSE116256_AMLscRNA_cluster_1_UP	SPINT2
GSE116256_AMLscRNA_cluster_1_UP	DYNC1LI1
GSE116256_AMLscRNA_cluster_1_UP	RAB31
GSE116256_AMLscRNA_cluster_1_UP	LSP1
GSE116256_AMLscRNA_cluster_1_UP	FOXN2
GSE116256_AMLscRNA_cluster_1_UP	S100A10
GSE116256_AMLscRNA_cluster_1_UP	SLC38A1
GSE116256_AMLscRNA_cluster_1_UP	CNN2
GSE116256_AMLscRNA_cluster_1_UP	TMEM14C
GSE116256_AMLscRNA_cluster_1_UP	ETS2
GSE116256_AMLscRNA_cluster_2_UP	MCM4
GSE116256_AMLscRNA_cluster_2_UP	UNG
GSE116256_AMLscRNA_cluster_2_UP	DHFR
GSE116256_AMLscRNA_cluster_2_UP	PCNA
GSE116256_AMLscRNA_cluster_2_UP	PCLAF
GSE116256_AMLscRNA_cluster_2_UP	GINS2
GSE116256_AMLscRNA_cluster_2_UP	MCM3
GSE116256_AMLscRNA_cluster_2_UP	MCM6
GSE116256_AMLscRNA_cluster_2_UP	MCM7
GSE116256_AMLscRNA_cluster_2_UP	TK1
GSE116256_AMLscRNA_cluster_2_UP	DUT
GSE116256_AMLscRNA_cluster_2_UP	NASP
GSE116256_AMLscRNA_cluster_2_UP	CENPU
GSE116256_AMLscRNA_cluster_2_UP	STMN1
GSE116256_AMLscRNA_cluster_2_UP	H2AFZ
GSE116256_AMLscRNA_cluster_2_UP	CDCA7
GSE116256_AMLscRNA_cluster_2_UP	PTMA
GSE116256_AMLscRNA_cluster_2_UP	FEN1
GSE116256_AMLscRNA_cluster_2_UP	CLSPN
GSE116256_AMLscRNA_cluster_2_UP	BRCA1
GSE116256_AMLscRNA_cluster_2_UP	RANBP1
GSE116256_AMLscRNA_cluster_2_UP	MCM5
GSE116256_AMLscRNA_cluster_2_UP	TUBA1B
GSE116256_AMLscRNA_cluster_2_UP	MSH6
GSE116256_AMLscRNA_cluster_2_UP	HSPD1
GSE116256_AMLscRNA_cluster_2_UP	PRIM1
GSE116256_AMLscRNA_cluster_2_UP	PAICS
GSE116256_AMLscRNA_cluster_2_UP	HELLS
GSE116256_AMLscRNA_cluster_2_UP	FABP5
GSE116256_AMLscRNA_cluster_2_UP	GMNN
GSE116256_AMLscRNA_cluster_2_UP	TUBB
GSE116256_AMLscRNA_cluster_2_UP	TYMS
GSE116256_AMLscRNA_cluster_2_UP	MIF
GSE116256_AMLscRNA_cluster_2_UP	NME1
GSE116256_AMLscRNA_cluster_2_UP	UHRF1
GSE116256_AMLscRNA_cluster_2_UP	GAPDH
GSE116256_AMLscRNA_cluster_2_UP	DNMT1
GSE116256_AMLscRNA_cluster_2_UP	ENO1
GSE116256_AMLscRNA_cluster_2_UP	ATAD2
GSE116256_AMLscRNA_cluster_2_UP	CDK4
GSE116256_AMLscRNA_cluster_2_UP	C19orf48
GSE116256_AMLscRNA_cluster_2_UP	PPIA
GSE116256_AMLscRNA_cluster_2_UP	PA2G4
GSE116256_AMLscRNA_cluster_2_UP	PRKDC
GSE116256_AMLscRNA_cluster_2_UP	RAN
GSE116256_AMLscRNA_cluster_2_UP	HSP90AA1
GSE116256_AMLscRNA_cluster_2_UP	LMNB1
GSE116256_AMLscRNA_cluster_2_UP	NCL
GSE116256_AMLscRNA_cluster_2_UP	RRM1
GSE116256_AMLscRNA_cluster_2_UP	HSP90AB1
GSE116256_AMLscRNA_cluster_2_UP	DEK
GSE116256_AMLscRNA_cluster_2_UP	HMGB1
GSE116256_AMLscRNA_cluster_2_UP	USP1
GSE116256_AMLscRNA_cluster_2_UP	SLBP
GSE116256_AMLscRNA_cluster_2_UP	DNAJC9
GSE116256_AMLscRNA_cluster_2_UP	HSPE1
GSE116256_AMLscRNA_cluster_2_UP	YBX1
GSE116256_AMLscRNA_cluster_2_UP	SNRPB
GSE116256_AMLscRNA_cluster_2_UP	TFDP1
GSE116256_AMLscRNA_cluster_2_UP	RPA3
GSE116256_AMLscRNA_cluster_2_UP	TPI1
GSE116256_AMLscRNA_cluster_2_UP	NOP56
GSE116256_AMLscRNA_cluster_2_UP	EIF4EBP1
GSE116256_AMLscRNA_cluster_2_UP	FANCI
GSE116256_AMLscRNA_cluster_2_UP	TMPO
GSE116256_AMLscRNA_cluster_2_UP	RNASEH2A
GSE116256_AMLscRNA_cluster_2_UP	C1QBP
GSE116256_AMLscRNA_cluster_2_UP	SNRPD1
GSE116256_AMLscRNA_cluster_2_UP	SIVA1
GSE116256_AMLscRNA_cluster_2_UP	SNRPE
GSE116256_AMLscRNA_cluster_2_UP	SNRPG
GSE116256_AMLscRNA_cluster_2_UP	CKS1B
GSE116256_AMLscRNA_cluster_2_UP	LDHB
GSE116256_AMLscRNA_cluster_2_UP	SUPT16H
GSE116256_AMLscRNA_cluster_2_UP	CALR
GSE116256_AMLscRNA_cluster_2_UP	HMGA1
GSE116256_AMLscRNA_cluster_2_UP	YEATS4
GSE116256_AMLscRNA_cluster_2_UP	CBX5
GSE116256_AMLscRNA_cluster_2_UP	DCTPP1
GSE116256_AMLscRNA_cluster_2_UP	NME2
GSE116256_AMLscRNA_cluster_2_UP	VDAC1
GSE116256_AMLscRNA_cluster_2_UP	NME4
GSE116256_AMLscRNA_cluster_2_UP	DNPH1
GSE116256_AMLscRNA_cluster_2_UP	HACD3
GSE116256_AMLscRNA_cluster_2_UP	NHP2
GSE116256_AMLscRNA_cluster_2_UP	CDCA7L
GSE116256_AMLscRNA_cluster_2_UP	UQCC2
GSE116256_AMLscRNA_cluster_2_UP	HPRT1
GSE116256_AMLscRNA_cluster_2_UP	CTSG
GSE116256_AMLscRNA_cluster_2_UP	ATP5G1
GSE116256_AMLscRNA_cluster_2_UP	AK2
GSE116256_AMLscRNA_cluster_2_UP	PPM1G
GSE116256_AMLscRNA_cluster_2_UP	NUCB2
GSE116256_AMLscRNA_cluster_2_UP	SMC2
GSE116256_AMLscRNA_cluster_2_UP	MLEC
GSE116256_AMLscRNA_cluster_2_UP	EIF4A1
GSE116256_AMLscRNA_cluster_2_UP	GMPS
GSE116256_AMLscRNA_cluster_2_UP	RFC2
GSE116256_AMLscRNA_cluster_2_UP	SERBP1
GSE116256_AMLscRNA_cluster_2_UP	EIF5A
GSE116256_AMLscRNA_cluster_2_UP	HMGB2
GSE116256_AMLscRNA_cluster_2_UP	POLD2
GSE116256_AMLscRNA_cluster_2_UP	PARP1
GSE116256_AMLscRNA_cluster_2_UP	GGCT
GSE116256_AMLscRNA_cluster_2_UP	HSPA8
GSE116256_AMLscRNA_cluster_2_UP	PDIA6
GSE116256_AMLscRNA_cluster_2_UP	NUCKS1
GSE116256_AMLscRNA_cluster_2_UP	ATAD5
GSE116256_AMLscRNA_cluster_2_UP	NOLC1
GSE116256_AMLscRNA_cluster_2_UP	TMEM160
GSE116256_AMLscRNA_cluster_2_UP	CHCHD2
GSE116256_AMLscRNA_cluster_2_UP	PM20D2
GSE116256_AMLscRNA_cluster_2_UP	HMGN2
GSE116256_AMLscRNA_cluster_2_UP	ENOSF1
GSE116256_AMLscRNA_cluster_2_UP	GCSH
GSE116256_AMLscRNA_cluster_2_UP	SLFN11
GSE116256_AMLscRNA_cluster_2_UP	PSMC3
GSE116256_AMLscRNA_cluster_2_UP	CACYBP
GSE116256_AMLscRNA_cluster_2_UP	RNASE2
GSE116256_AMLscRNA_cluster_2_UP	TTF2
GSE116256_AMLscRNA_cluster_2_UP	CCT2
GSE116256_AMLscRNA_cluster_2_UP	DKC1
GSE116256_AMLscRNA_cluster_2_UP	EZH2
GSE116256_AMLscRNA_cluster_2_UP	SF3A3
GSE116256_AMLscRNA_cluster_2_UP	RIF1
GSE116256_AMLscRNA_cluster_2_UP	IGFBP7
GSE116256_AMLscRNA_cluster_2_UP	CENPX
GSE116256_AMLscRNA_cluster_2_UP	PPA1
GSE116256_AMLscRNA_cluster_2_UP	GNL3
GSE116256_AMLscRNA_cluster_2_UP	SNRPF
GSE116256_AMLscRNA_cluster_2_UP	MGST1
GSE116256_AMLscRNA_cluster_2_UP	IPO5
GSE116256_AMLscRNA_cluster_2_UP	PRSS57
GSE116256_AMLscRNA_cluster_2_UP	PDCD5
GSE116256_AMLscRNA_cluster_2_UP	ALDOA
GSE116256_AMLscRNA_cluster_2_UP	CCT5
GSE116256_AMLscRNA_cluster_2_UP	PSMA6
GSE116256_AMLscRNA_cluster_2_UP	NSD2
GSE116256_AMLscRNA_cluster_2_UP	NOP58
GSE116256_AMLscRNA_cluster_2_UP	MIF-AS1
GSE116256_AMLscRNA_cluster_2_UP	CLEC11A
GSE116256_AMLscRNA_cluster_2_UP	G3BP1
GSE116256_AMLscRNA_cluster_2_UP	IARS
GSE116256_AMLscRNA_cluster_2_UP	MRPS34
GSE116256_AMLscRNA_cluster_2_UP	EIF5B
GSE116256_AMLscRNA_cluster_2_UP	RPL22L1
GSE116256_AMLscRNA_cluster_2_UP	IDH2
GSE116256_AMLscRNA_cluster_2_UP	PTGES3
GSE116256_AMLscRNA_cluster_2_UP	GSTP1
GSE116256_AMLscRNA_cluster_2_UP	PGAM1
GSE116256_AMLscRNA_cluster_2_UP	ERH
GSE116256_AMLscRNA_cluster_2_UP	PEBP1
GSE116256_AMLscRNA_cluster_2_UP	SVIP
GSE116256_AMLscRNA_cluster_2_UP	HSPA9
GSE116256_AMLscRNA_cluster_2_UP	APEX1
GSE116256_AMLscRNA_cluster_2_UP	RBBP7
GSE116256_AMLscRNA_cluster_2_UP	SET
GSE116256_AMLscRNA_cluster_2_UP	F13A1
GSE116256_AMLscRNA_cluster_2_UP	WDR43
GSE116256_AMLscRNA_cluster_2_UP	CASP8AP2
GSE116256_AMLscRNA_cluster_2_UP	XRCC5
GSE116256_AMLscRNA_cluster_2_UP	ABCE1
GSE116256_AMLscRNA_cluster_2_UP	HNRNPF
GSE116256_AMLscRNA_cluster_2_UP	SNHG3
GSE116256_AMLscRNA_cluster_2_UP	SSRP1
GSE116256_AMLscRNA_cluster_2_UP	HNRNPA2B1
GSE116256_AMLscRNA_cluster_2_UP	CCT7
GSE116256_AMLscRNA_cluster_2_UP	RCN1
GSE116256_AMLscRNA_cluster_2_UP	EDARADD
GSE116256_AMLscRNA_cluster_2_UP	HNRNPR
GSE116256_AMLscRNA_cluster_2_UP	ILF2
GSE116256_AMLscRNA_cluster_2_UP	SPCS3
GSE116256_AMLscRNA_cluster_2_UP	SRSF2
GSE116256_AMLscRNA_cluster_2_UP	NUDT1
GSE116256_AMLscRNA_cluster_2_UP	LARS
GSE116256_AMLscRNA_cluster_2_UP	UQCRQ
GSE116256_AMLscRNA_cluster_2_UP	PKM
GSE116256_AMLscRNA_cluster_2_UP	TMX1
GSE116256_AMLscRNA_cluster_2_UP	KPNB1
GSE116256_AMLscRNA_cluster_2_UP	PRDX3
GSE116256_AMLscRNA_cluster_2_UP	NDUFB6
GSE116256_AMLscRNA_cluster_2_UP	CBX3
GSE116256_AMLscRNA_cluster_2_UP	SRSF7
GSE116256_AMLscRNA_cluster_2_UP	FUS
GSE116256_AMLscRNA_cluster_2_UP	NAP1L4
GSE116256_AMLscRNA_cluster_2_UP	SYNCRIP
GSE116256_AMLscRNA_cluster_2_UP	ATP5A1
GSE116256_AMLscRNA_cluster_2_UP	PSME2
GSE116256_AMLscRNA_cluster_2_UP	SLC25A5
GSE116256_AMLscRNA_cluster_2_UP	TCP1
GSE116256_AMLscRNA_cluster_2_UP	RUNX1
GSE116256_AMLscRNA_cluster_2_UP	CCT6A
GSE116256_AMLscRNA_cluster_2_UP	CYC1
GSE116256_AMLscRNA_cluster_2_UP	NAA38
GSE116256_AMLscRNA_cluster_2_UP	ILF3
GSE116256_AMLscRNA_cluster_2_UP	SUZ12
GSE116256_AMLscRNA_cluster_2_UP	FBL
GSE116256_AMLscRNA_cluster_2_UP	GADD45GIP1
GSE116256_AMLscRNA_cluster_2_UP	ATP5G3
GSE116256_AMLscRNA_cluster_2_UP	TIMM13
GSE116256_AMLscRNA_cluster_2_UP	COX8A
GSE116256_AMLscRNA_cluster_2_UP	NONO
GSE116256_AMLscRNA_cluster_3_UP	ACY3
GSE116256_AMLscRNA_cluster_3_UP	MS4A1
GSE116256_AMLscRNA_cluster_3_UP	JCHAIN
GSE116256_AMLscRNA_cluster_3_UP	TNNI2
GSE116256_AMLscRNA_cluster_3_UP	DDIT4
GSE116256_AMLscRNA_cluster_3_UP	CALM2
GSE116256_AMLscRNA_cluster_3_UP	PALLD
GSE116256_AMLscRNA_cluster_3_UP	MDFIC
GSE116256_AMLscRNA_cluster_3_UP	S100B
GSE116256_AMLscRNA_cluster_3_UP	LTB
GSE116256_AMLscRNA_cluster_3_UP	LIME1
GSE116256_AMLscRNA_cluster_3_UP	NAPSB
GSE116256_AMLscRNA_cluster_3_UP	LGALS1
GSE116256_AMLscRNA_cluster_3_UP	LSP1
GSE116256_AMLscRNA_cluster_3_UP	RUNX2
GSE116256_AMLscRNA_cluster_3_UP	CLEC4A
GSE116256_AMLscRNA_cluster_3_UP	SAMHD1
GSE116256_AMLscRNA_cluster_3_UP	PAK1
GSE116256_AMLscRNA_cluster_3_UP	IFITM1
GSE116256_AMLscRNA_cluster_3_UP	PKIB
GSE116256_AMLscRNA_cluster_3_UP	CD36
GSE116256_AMLscRNA_cluster_3_UP	MEF2C
GSE116256_AMLscRNA_cluster_3_UP	ERCC1
GSE116256_AMLscRNA_cluster_3_UP	ITGB7
GSE116256_AMLscRNA_cluster_3_UP	CYBB
GSE116256_AMLscRNA_cluster_3_UP	FLT3
GSE116256_AMLscRNA_cluster_3_UP	CAPG
GSE116256_AMLscRNA_cluster_3_UP	RNASE6
GSE116256_AMLscRNA_cluster_3_UP	PPM1K
GSE116256_AMLscRNA_cluster_3_UP	SCPEP1
GSE116256_AMLscRNA_cluster_3_UP	METTL7A
GSE116256_AMLscRNA_cluster_3_UP	RAB11FIP1
GSE116256_AMLscRNA_cluster_3_UP	RPS6KA3
GSE116256_AMLscRNA_cluster_3_UP	GPR183
GSE116256_AMLscRNA_cluster_3_UP	FXYD5
GSE116256_AMLscRNA_cluster_3_UP	SATB1
GSE116256_AMLscRNA_cluster_3_UP	GNPTAB
GSE116256_AMLscRNA_cluster_3_UP	ID2
GSE116256_AMLscRNA_cluster_4_UP	LRRC75A-AS1
GSE116256_AMLscRNA_cluster_4_UP	PRSS57
GSE116256_AMLscRNA_cluster_4_UP	SELENOP
GSE116256_AMLscRNA_cluster_4_UP	HSP90AB1
GSE116256_AMLscRNA_cluster_4_UP	SERPINB1
GSE116256_AMLscRNA_cluster_4_UP	GAS5
GSE116256_AMLscRNA_cluster_4_UP	SPINK2
GSE116256_AMLscRNA_cluster_4_UP	CFD
GSE116256_AMLscRNA_cluster_4_UP	HSPD1
GSE116256_AMLscRNA_cluster_4_UP	LOC100506844
GSE116256_AMLscRNA_cluster_4_UP	CDK6
GSE116256_AMLscRNA_cluster_4_UP	MGST1
GSE116256_AMLscRNA_cluster_4_UP	CAT
GSE116256_AMLscRNA_cluster_4_UP	EBPL
GSE116256_AMLscRNA_cluster_4_UP	HSH2D
GSE116256_AMLscRNA_cluster_5_UP	CD36
GSE116256_AMLscRNA_cluster_5_UP	NPTX2
GSE116256_AMLscRNA_cluster_5_UP	GUCY1A3
GSE116256_AMLscRNA_cluster_5_UP	CD99
GSE116256_AMLscRNA_cluster_5_UP	ANGPT1
GSE116256_AMLscRNA_cluster_5_UP	GLIPR1
GSE116256_AMLscRNA_cluster_5_UP	TCF4
GSE116256_AMLscRNA_cluster_5_UP	TFPI
GSE116256_AMLscRNA_cluster_5_UP	DUSP6
GSE116256_AMLscRNA_cluster_5_UP	FAM30A
GSE116256_AMLscRNA_cluster_5_UP	CD52
GSE116256_AMLscRNA_cluster_5_UP	NEAT1
GSE116256_AMLscRNA_cluster_5_UP	ITGA6
GSE116256_AMLscRNA_cluster_5_UP	PIM1
GSE116256_AMLscRNA_cluster_5_UP	PTPRC
GSE116256_AMLscRNA_cluster_5_UP	KLF6
GSE116256_AMLscRNA_cluster_5_UP	SPINK2
GSE116256_AMLscRNA_cluster_5_UP	CNST
GSE116256_AMLscRNA_cluster_5_UP	MT-ND1
GSE116256_AMLscRNA_cluster_5_UP	TSC22D3
GSE116256_AMLscRNA_cluster_5_UP	JAML
GSE116256_AMLscRNA_cluster_5_UP	ARL6IP5
GSE116256_AMLscRNA_cluster_5_UP	KMT2A
GSE116256_AMLscRNA_cluster_5_UP	HLA-E
GSE116256_AMLscRNA_cluster_5_UP	IDS
GSE116256_AMLscRNA_cluster_5_UP	FLJ32255
GSE116256_AMLscRNA_cluster_5_UP	ATG4C
GSE116256_AMLscRNA_cluster_5_UP	ANXA1
GSE116256_AMLscRNA_cluster_5_UP	ALOX5
GSE116256_AMLscRNA_cluster_5_UP	BCL11A
GSE116256_AMLscRNA_cluster_5_UP	CDK6
GSE116256_AMLscRNA_cluster_5_UP	HOPX
GSE116256_AMLscRNA_cluster_5_UP	BMI1
GSE116256_AMLscRNA_cluster_5_UP	MEF2C
GSE116256_AMLscRNA_cluster_5_UP	TPM4
GSE116256_AMLscRNA_cluster_5_UP	CD82
GSE116256_AMLscRNA_cluster_5_UP	RAB37
GSE116256_AMLscRNA_cluster_5_UP	TNRC6B
GSE116256_AMLscRNA_cluster_5_UP	ARHGAP25
GSE116256_AMLscRNA_cluster_5_UP	ADGRE5
GSE116256_AMLscRNA_cluster_5_UP	YPEL5
GSE116256_AMLscRNA_cluster_5_UP	MBOAT7
GSE116256_AMLscRNA_cluster_5_UP	ETS2
GSE116256_AMLscRNA_cluster_5_UP	BIN2
GSE116256_AMLscRNA_cluster_5_UP	CD47
GSE116256_AMLscRNA_cluster_5_UP	GBP2
GSE116256_AMLscRNA_cluster_5_UP	FLT3
GSE116256_AMLscRNA_cluster_5_UP	ABHD2
GSE116256_AMLscRNA_cluster_5_UP	ANKRD28
GSE116256_AMLscRNA_cluster_5_UP	CDC42SE1
GSE116256_AMLscRNA_cluster_5_UP	HCST
GSE116256_AMLscRNA_cluster_5_UP	CARD19
GSE116256_AMLscRNA_cluster_5_UP	VSIR
GSE116256_AMLscRNA_cluster_5_UP	LDHA
GSE116256_AMLscRNA_cluster_5_UP	PIK3R1
GSE116256_AMLscRNA_cluster_5_UP	PTPRCAP
GSE116256_AMLscRNA_cluster_5_UP	MSRB3
GSE116256_AMLscRNA_cluster_5_UP	HIP1
GSE116256_AMLscRNA_cluster_5_UP	ADAM28
GSE116256_AMLscRNA_cluster_5_UP	SPCS1
